company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label,funding_ordinal,hiring_pressure,sector_clean,city_clean,log_funding,funding_per_empl,startup_age,review_density,growth_x_ai
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing,3,0.1565217391304348,D2C,Bengaluru,16.454567959008102,0.1430831996435487,1,0.10434782608695652,42
IndiaStartup_0648,SaaS,Delhi,2019,352,Seed,2000000,48,44,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,2,Hybrid,0,0,1,Emerging,1,0.125,SaaS,Delhi,14.508658238524095,0.04121777908671618,6,0.005681818181818182,48
IndiaStartup_0649,Semiconductor,Hyderabad,2021,229,Series B,250000,146,41,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,27,Remote,0,1,1,High Desirability,4,0.17903930131004367,Semiconductor,Hyderabad,12.429220196836383,0.05427607072854316,4,0.11790393013100436,292
IndiaStartup_0650,AI,Noida,2023,70,Bootstrapped,2000000,31,13,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,4,On-site,0,1,0,High Desirability,0,0.18571428571428572,AI,Noida,14.508658238524095,0.20726654626462993,2,0.05714285714285714,62
IndiaStartup_0651,AgriTech,Kochi,2021,366,Series A,25000000,141,56,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,23,Remote,0,0,0,Emerging,3,0.15300546448087432,AgriTech,Kochi,17.034386422832473,0.0465420394066461,4,0.06284153005464481,141
IndiaStartup_0652,Logistics,Ahmedabad,2023,226,Seed,10000000,143,33,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,Hybrid,0,0,0,High Desirability,1,0.14601769911504425,Logistics,Ahmedabad,16.118095750958314,0.07131900774760316,2,0.035398230088495575,143
IndiaStartup_0653,FinTech,Hyderabad,2022,384,Series B,1000000,100,50,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,24,Hybrid,0,0,1,Growing,4,0.13020833333333334,FinTech,Hyderabad,13.815511557963774,0.03597789468219733,3,0.0625,100
IndiaStartup_0654,DeepTech,Chennai,2021,13,Seed,25000000,157,1,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,15,Hybrid,0,1,0,High Desirability,1,0.07692307692307693,DeepTech,Chennai,17.034386422832473,1.3103374171409594,4,1.1538461538461537,314
IndiaStartup_0655,HR Tech,Surat,2018,199,Bootstrapped,25000000,156,17,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,29,Remote,0,0,0,High Desirability,0,0.08542713567839195,HR Tech,Surat,17.034386422832473,0.08559993177302751,7,0.1457286432160804,156
IndiaStartup_0656,HR Tech,Ahmedabad,2021,249,Series A,10000000,27,36,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,5,Hybrid,0,0,0,Growing,3,0.14457831325301204,HR Tech,Ahmedabad,16.118095750958314,0.06473130823678037,4,0.020080321285140562,27
IndiaStartup_0657,SaaS,Bengaluru,2024,355,Bootstrapped,2000000,95,56,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,17,Hybrid,0,0,1,Emerging,0,0.15774647887323945,SaaS,Bengaluru,14.508658238524095,0.040869459826828436,1,0.04788732394366197,95
IndiaStartup_0658,DeepTech,Delhi,2018,350,Series B,1000000,77,19,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,On-site,0,1,1,Emerging,4,0.054285714285714284,DeepTech,Delhi,13.815511557963774,0.03947289016561078,7,0.022857142857142857,154
IndiaStartup_0659,SaaS,Chennai,2018,128,Series A,10000000,101,14,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,Hybrid,0,0,0,High Desirability,3,0.109375,SaaS,Chennai,16.118095750958314,0.12592262305436183,7,0.0625,101
IndiaStartup_0660,DevTools,Chennai,2020,189,Series A,1000000,111,36,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,26,Hybrid,0,1,0,High Desirability,3,0.19047619047619047,DevTools,Chennai,13.815511557963774,0.07309794475113107,5,0.13756613756613756,222
IndiaStartup_0661,SaaS,Surat,2025,176,Series B,5000000,130,11,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,16,On-site,0,0,0,High Desirability,4,0.0625,SaaS,Surat,15.424948670398354,0.08764175380908155,0,0.09090909090909091,130
IndiaStartup_0662,AgriTech,Jaipur,2016,290,Pre-Series A,0,82,38,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,7,Hybrid,0,0,0,Growing,2,0.1310344827586207,AgriTech,Jaipur,0.0,0.0,9,0.02413793103448276,82
IndiaStartup_0663,D2C,Ahmedabad,2018,15,Series B,100000,13,2,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,3,Hybrid,0,0,0,Emerging,4,0.13333333333333333,D2C,Ahmedabad,11.51293546492023,0.767529030994682,7,0.2,13
IndiaStartup_0664,DevTools,Indore,2019,15,Pre-Series A,2000000,13,2,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,23,Remote,0,1,0,Growing,2,0.13333333333333333,DevTools,Indore,14.508658238524095,0.967243882568273,6,1.5333333333333334,26
IndiaStartup_0665,DeepTech,Kochi,2019,280,Series A,25000000,170,33,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,24,Remote,0,1,0,Emerging,3,0.11785714285714285,DeepTech,Kochi,17.034386422832473,0.06083709436725883,6,0.08571428571428572,340
IndiaStartup_0666,DevTools,Jaipur,2017,359,Seed,1000000,119,60,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,19,Hybrid,0,1,0,Growing,1,0.1671309192200557,DevTools,Jaipur,13.815511557963774,0.03848331910296316,8,0.052924791086350974,238
IndiaStartup_0667,HealthTech,Jaipur,2020,180,Pre-Series A,5000000,137,30,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,17,On-site,0,0,0,Emerging,2,0.16666666666666666,HealthTech,Jaipur,15.424948670398354,0.08569415927999086,5,0.09444444444444444,137
IndiaStartup_0668,Semiconductor,Hyderabad,2019,88,Pre-Series A,2000000,35,7,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,9,Hybrid,0,1,1,Emerging,2,0.07954545454545454,Semiconductor,Hyderabad,14.508658238524095,0.16487111634686472,6,0.10227272727272728,70
IndiaStartup_0669,HR Tech,Noida,2020,175,Bootstrapped,25000000,22,26,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,6,Remote,0,0,0,Emerging,0,0.14857142857142858,HR Tech,Noida,17.034386422832473,0.09733935098761413,5,0.03428571428571429,22
IndiaStartup_0670,Climate Tech,Pune,2020,311,Bootstrapped,5000000,71,53,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,3,On-site,0,0,0,Emerging,0,0.17041800643086816,Climate Tech,Pune,15.424948670398354,0.04959790569259921,5,0.00964630225080386,71
IndiaStartup_0671,HR Tech,Pune,2018,292,Series B,1000000,176,53,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,20,On-site,0,0,0,High Desirability,4,0.1815068493150685,HR Tech,Pune,13.815511557963774,0.04731339574645128,7,0.0684931506849315,176
IndiaStartup_0672,Robotics,Jaipur,2019,164,Pre-Series A,500000,140,8,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,21,Remote,0,1,0,Emerging,2,0.04878048780487805,Robotics,Jaipur,13.122365377402328,0.08001442303294103,6,0.12804878048780488,280
IndiaStartup_0673,SpaceTech,Hyderabad,2022,66,Pre-Series A,100000,72,10,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,28,Hybrid,0,0,1,Growing,2,0.15151515151515152,SpaceTech,Hyderabad,11.51293546492023,0.17443841613515498,3,0.42424242424242425,72
IndiaStartup_0674,SaaS,Surat,2018,334,Bootstrapped,100000,64,61,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,On-site,0,0,0,Emerging,0,0.18263473053892215,SaaS,Surat,11.51293546492023,0.03446986666143781,7,0.023952095808383235,64
IndiaStartup_0675,HealthTech,Delhi,2020,374,Seed,25000000,87,61,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,6,On-site,0,0,1,Emerging,1,0.16310160427807488,HealthTech,Delhi,17.034386422832473,0.04554648776158415,5,0.016042780748663103,87
IndiaStartup_0676,AI,Gurugram,2022,150,Series A,100000,32,16,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,2,Hybrid,0,1,0,Growing,3,0.10666666666666667,AI,Gurugram,11.51293546492023,0.0767529030994682,3,0.013333333333333334,64
IndiaStartup_0677,FinTech,Bengaluru,2024,30,Seed,100000,117,2,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,8,Hybrid,0,0,1,High Desirability,1,0.06666666666666667,FinTech,Bengaluru,11.51293546492023,0.383764515497341,1,0.26666666666666666,117
IndiaStartup_0678,Logistics,Jaipur,2023,275,Pre-Series A,100000,48,25,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,6,Remote,0,0,0,Emerging,2,0.09090909090909091,Logistics,Jaipur,11.51293546492023,0.041865219872437194,2,0.02181818181818182,48
IndiaStartup_0679,SaaS,Jaipur,2016,16,Series A,1000000,32,1,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,10,On-site,0,0,0,High Desirability,3,0.0625,SaaS,Jaipur,13.815511557963774,0.8634694723727359,9,0.625,32
IndiaStartup_0680,DevTools,Indore,2016,102,Seed,100000,70,17,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,24,On-site,0,1,0,Growing,1,0.16666666666666666,DevTools,Indore,11.51293546492023,0.11287191632274735,9,0.23529411764705882,140
IndiaStartup_0681,HR Tech,Mumbai,2018,365,Pre-Series A,2000000,159,55,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,16,Hybrid,0,0,1,Growing,2,0.1506849315068493,HR Tech,Mumbai,14.508658238524095,0.03974974859869615,7,0.043835616438356165,159
IndiaStartup_0682,AgriTech,Surat,2019,16,Series A,1000000,61,1,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,24,Remote,0,0,0,Growing,3,0.0625,AgriTech,Surat,13.815511557963774,0.8634694723727359,6,1.5,61
IndiaStartup_0683,D2C,Gurugram,2018,355,Pre-Series A,100000,102,56,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,6,Hybrid,0,0,0,Emerging,2,0.15774647887323945,D2C,Gurugram,11.51293546492023,0.03243080412653586,7,0.016901408450704224,102
IndiaStartup_0684,AI,Ahmedabad,2022,373,Pre-Series A,25000000,90,48,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,14,On-site,0,1,0,Growing,2,0.128686327077748,AI,Ahmedabad,17.034386422832473,0.04566859630786186,3,0.03753351206434316,180
IndiaStartup_0685,HR Tech,Surat,2024,178,Bootstrapped,100000,174,10,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,23,Remote,0,0,0,Emerging,0,0.056179775280898875,HR Tech,Surat,11.51293546492023,0.06467941272427095,1,0.12921348314606743,174
IndiaStartup_0686,D2C,Hyderabad,2018,389,Pre-Series A,25000000,155,21,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,4,On-site,0,0,1,Growing,2,0.05398457583547558,D2C,Hyderabad,17.034386422832473,0.04379019645972358,7,0.010282776349614395,155
IndiaStartup_0687,SpaceTech,Surat,2024,9,Bootstrapped,25000000,180,1,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,14,On-site,0,0,0,Emerging,0,0.1111111111111111,SpaceTech,Surat,17.034386422832473,1.8927096025369414,1,1.5555555555555556,180
IndiaStartup_0688,EdTech,Mumbai,2025,195,Series B,1000000,168,7,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,8,Hybrid,0,0,1,High Desirability,4,0.035897435897435895,EdTech,Mumbai,13.815511557963774,0.07084877722032705,0,0.041025641025641026,168
IndiaStartup_0689,DeepTech,Delhi,2020,335,Bootstrapped,250000,72,50,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,6,Remote,0,1,1,Emerging,0,0.14925373134328357,DeepTech,Delhi,12.429220196836383,0.03710214984130263,5,0.01791044776119403,144
IndiaStartup_0690,SaaS,Surat,2022,277,Bootstrapped,500000,153,31,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,17,Hybrid,0,0,0,Emerging,0,0.11191335740072202,SaaS,Surat,13.122365377402328,0.04737316020722862,3,0.061371841155234655,153
IndiaStartup_0691,HealthTech,Bengaluru,2019,17,Bootstrapped,100000,61,1,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,27,Hybrid,0,0,1,Emerging,0,0.058823529411764705,HealthTech,Bengaluru,11.51293546492023,0.6772314979364841,6,1.588235294117647,61
IndiaStartup_0692,FinTech,Kochi,2019,297,Pre-Series A,500000,97,25,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,14,Remote,0,0,0,High Desirability,2,0.08417508417508418,FinTech,Kochi,13.122365377402328,0.04418304840876205,6,0.04713804713804714,97
IndiaStartup_0693,HR Tech,Surat,2019,242,Series B,5000000,56,42,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,Hybrid,0,0,0,Growing,4,0.17355371900826447,HR Tech,Surat,15.424948670398354,0.06373945731569568,6,0.012396694214876033,56
IndiaStartup_0694,SaaS,Gurugram,2016,359,Seed,25000000,83,68,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,11,Hybrid,0,0,0,High Desirability,1,0.1894150417827298,SaaS,Gurugram,17.034386422832473,0.04744954435329379,9,0.03064066852367688,83
IndiaStartup_0695,SaaS,Jaipur,2017,107,Series A,500000,171,16,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,23,Hybrid,0,0,0,Emerging,3,0.14953271028037382,SaaS,Jaipur,13.122365377402328,0.12263892876076943,8,0.21495327102803738,171
IndiaStartup_0696,D2C,Ahmedabad,2019,235,Pre-Series A,1000000,140,9,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,13,Hybrid,0,0,0,Emerging,2,0.03829787234042553,D2C,Ahmedabad,13.815511557963774,0.05878941088495223,6,0.05531914893617021,140
IndiaStartup_0697,D2C,Bengaluru,2016,15,Pre-Series A,25000000,178,1,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,8,On-site,0,0,1,Growing,2,0.06666666666666667,D2C,Bengaluru,17.034386422832473,1.1356257615221648,9,0.5333333333333333,178
IndiaStartup_0698,HR Tech,Noida,2016,373,Seed,25000000,101,45,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,5,On-site,0,0,0,High Desirability,1,0.12064343163538874,HR Tech,Noida,17.034386422832473,0.04566859630786186,9,0.013404825737265416,101
IndiaStartup_0699,Logistics,Gurugram,2023,5,Series A,0,134,1,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,20,Remote,0,0,0,High Desirability,3,0.2,Logistics,Gurugram,0.0,0.0,2,4.0,134
IndiaStartup_0700,SpaceTech,Indore,2023,346,Series A,10000000,138,54,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,18,Remote,0,0,0,Growing,3,0.15606936416184972,SpaceTech,Indore,16.118095750958314,0.04658409176577548,2,0.05202312138728324,138
IndiaStartup_0701,DeepTech,Gurugram,2016,105,Series A,0,35,14,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,26,On-site,0,1,0,High Desirability,3,0.13333333333333333,DeepTech,Gurugram,0.0,0.0,9,0.24761904761904763,70
IndiaStartup_0702,AI,Bengaluru,2018,96,Series B,250000,118,11,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,19,Remote,0,1,1,Growing,4,0.11458333333333333,AI,Bengaluru,12.429220196836383,0.12947104371704565,7,0.19791666666666666,236
IndiaStartup_0703,EdTech,Bengaluru,2021,10,Seed,500000,148,1,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,22,On-site,0,0,1,High Desirability,1,0.1,EdTech,Bengaluru,13.122365377402328,1.3122365377402327,4,2.2,148
IndiaStartup_0704,SaaS,Noida,2017,251,Series B,5000000,30,17,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,17,Hybrid,0,0,0,Growing,4,0.06772908366533864,SaaS,Noida,15.424948670398354,0.061453978766527306,8,0.06772908366533864,30
IndiaStartup_0705,Climate Tech,Delhi,2025,309,Pre-Series A,500000,135,42,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,10,On-site,0,0,1,Emerging,2,0.13592233009708737,Climate Tech,Delhi,13.122365377402328,0.042467201868615946,0,0.032362459546925564,135
IndiaStartup_0706,SaaS,Mumbai,2025,331,Series A,100000,116,37,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,2,Hybrid,0,0,1,Growing,3,0.11178247734138973,SaaS,Mumbai,11.51293546492023,0.03478228237136021,0,0.006042296072507553,116
IndiaStartup_0707,SaaS,Chennai,2021,154,Series A,0,37,28,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,25,Hybrid,0,0,0,High Desirability,3,0.18181818181818182,SaaS,Chennai,0.0,0.0,4,0.16233766233766234,37
IndiaStartup_0708,D2C,Ahmedabad,2017,170,Seed,500000,50,27,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,16,On-site,0,0,0,High Desirability,1,0.1588235294117647,D2C,Ahmedabad,13.122365377402328,0.07719038457295488,8,0.09411764705882353,50
IndiaStartup_0709,AI,Pune,2017,59,Seed,500000,55,10,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,15,On-site,0,1,0,Emerging,1,0.1694915254237288,AI,Pune,13.122365377402328,0.22241297249834455,8,0.2542372881355932,110
IndiaStartup_0710,SaaS,Mumbai,2019,38,Series B,2000000,133,1,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,19,Hybrid,0,0,1,Emerging,4,0.02631578947368421,SaaS,Mumbai,14.508658238524095,0.3818067957506341,6,0.5,133
IndiaStartup_0711,D2C,Jaipur,2017,388,Pre-Series A,2000000,152,35,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,17,Remote,0,0,0,High Desirability,2,0.09020618556701031,D2C,Jaipur,14.508658238524095,0.03739344906836107,8,0.04381443298969072,152
IndiaStartup_0712,Climate Tech,Noida,2018,140,Seed,2000000,11,21,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,9,Hybrid,0,0,0,High Desirability,1,0.15,Climate Tech,Noida,14.508658238524095,0.10363327313231496,7,0.06428571428571428,11
IndiaStartup_0713,Robotics,Jaipur,2025,393,Series A,1000000,85,34,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,4,On-site,0,1,0,Emerging,3,0.08651399491094147,Robotics,Jaipur,13.815511557963774,0.03515397342993327,0,0.010178117048346057,170
IndiaStartup_0714,HealthTech,Surat,2017,153,Bootstrapped,10000000,108,26,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,8,Hybrid,0,0,0,Growing,0,0.16993464052287582,HealthTech,Surat,16.118095750958314,0.10534703105201512,8,0.05228758169934641,108
IndiaStartup_0715,DevTools,Gurugram,2017,326,Seed,1000000,173,44,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,17,Hybrid,0,1,0,High Desirability,1,0.13496932515337423,DevTools,Gurugram,13.815511557963774,0.04237886980970483,8,0.05214723926380368,346
IndiaStartup_0716,D2C,Indore,2020,141,Bootstrapped,10000000,70,15,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,28,On-site,0,0,0,High Desirability,0,0.10638297872340426,D2C,Indore,16.118095750958314,0.1143127358223994,5,0.19858156028368795,70
IndiaStartup_0717,EdTech,Surat,2018,169,Bootstrapped,10000000,10,19,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,21,Hybrid,0,0,0,High Desirability,0,0.11242603550295859,EdTech,Surat,16.118095750958314,0.09537334763880659,7,0.1242603550295858,10
IndiaStartup_0718,AI,Chennai,2016,82,Series B,5000000,63,6,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,7,Remote,0,1,0,Emerging,4,0.07317073170731707,AI,Chennai,15.424948670398354,0.1881091301268092,9,0.08536585365853659,126
IndiaStartup_0719,D2C,Surat,2019,382,Series B,1000000,37,74,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,13,On-site,0,0,0,Emerging,4,0.193717277486911,D2C,Surat,13.815511557963774,0.036166260622941815,6,0.034031413612565446,37
IndiaStartup_0720,AI,Kochi,2022,128,Bootstrapped,1000000,13,4,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,14,Remote,0,1,0,Emerging,0,0.03125,AI,Kochi,13.815511557963774,0.10793368404659198,3,0.109375,26
IndiaStartup_0721,DevTools,Mumbai,2017,241,Series A,25000000,100,20,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,18,On-site,0,1,1,High Desirability,3,0.08298755186721991,DevTools,Mumbai,17.034386422832473,0.07068210133955383,8,0.07468879668049792,200
IndiaStartup_0722,EdTech,Indore,2024,25,Pre-Series A,2000000,65,3,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,22,Remote,0,0,0,High Desirability,2,0.12,EdTech,Indore,14.508658238524095,0.5803463295409638,1,0.88,65
IndiaStartup_0723,SpaceTech,Kochi,2023,242,Series A,25000000,152,29,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,19,On-site,0,0,0,High Desirability,3,0.11983471074380166,SpaceTech,Kochi,17.034386422832473,0.07039002654063005,2,0.07851239669421488,152
IndiaStartup_0724,Robotics,Hyderabad,2021,129,Series A,0,93,21,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,6,Remote,0,1,1,High Desirability,3,0.16279069767441862,Robotics,Hyderabad,0.0,0.0,4,0.046511627906976744,186
IndiaStartup_0725,Semiconductor,Bengaluru,2018,77,Series A,100000,167,7,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,19,Hybrid,0,1,1,Growing,3,0.09090909090909091,Semiconductor,Bengaluru,11.51293546492023,0.14951864240156143,7,0.24675324675324675,334
IndiaStartup_0726,HR Tech,Nagpur,2024,218,Bootstrapped,25000000,85,16,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,9,Hybrid,0,0,0,Emerging,0,0.07339449541284404,HR Tech,Nagpur,17.034386422832473,0.07813938726069941,1,0.04128440366972477,85
IndiaStartup_0727,DeepTech,Ahmedabad,2022,286,Pre-Series A,25000000,95,11,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,19,Remote,0,1,0,High Desirability,2,0.038461538461538464,DeepTech,Ahmedabad,17.034386422832473,0.05956079168822543,3,0.06643356643356643,190
IndiaStartup_0728,DevTools,Ahmedabad,2025,391,Series B,5000000,99,57,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,21,Hybrid,0,1,0,Emerging,4,0.14578005115089515,DevTools,Ahmedabad,15.424948670398354,0.03944999659948428,0,0.05370843989769821,198
IndiaStartup_0729,Robotics,Noida,2024,393,Seed,100000,64,68,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,16,Remote,0,1,0,High Desirability,1,0.17302798982188294,Robotics,Noida,11.51293546492023,0.029295001183003128,1,0.04071246819338423,128
IndiaStartup_0730,AgriTech,Hyderabad,2019,284,Series A,1000000,15,33,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,24,On-site,0,0,1,Emerging,3,0.11619718309859155,AgriTech,Hyderabad,13.815511557963774,0.04864616745761892,6,0.08450704225352113,15
IndiaStartup_0731,DeepTech,Pune,2024,86,Bootstrapped,2000000,139,12,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,28,Remote,0,1,0,Growing,0,0.13953488372093023,DeepTech,Pune,14.508658238524095,0.16870532835493135,1,0.32558139534883723,278
IndiaStartup_0732,HealthTech,Gurugram,2025,338,Series A,100000,101,45,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,25,On-site,0,0,0,Growing,3,0.13313609467455623,HealthTech,Gurugram,11.51293546492023,0.03406193924532612,0,0.07396449704142012,101
IndiaStartup_0733,D2C,Kochi,2024,74,Pre-Series A,500000,151,5,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,24,Hybrid,0,0,0,Growing,2,0.06756756756756757,D2C,Kochi,13.122365377402328,0.1773292618567882,1,0.32432432432432434,151
IndiaStartup_0734,DeepTech,Kochi,2021,96,Series A,1000000,139,14,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,4,Hybrid,0,1,0,High Desirability,3,0.14583333333333334,DeepTech,Kochi,13.815511557963774,0.14391157872878932,4,0.041666666666666664,278
IndiaStartup_0735,Logistics,Jaipur,2022,232,Bootstrapped,500000,177,32,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,9,Remote,0,0,0,High Desirability,0,0.13793103448275862,Logistics,Jaipur,13.122365377402328,0.05656191973018245,3,0.03879310344827586,177
IndiaStartup_0736,Robotics,Nagpur,2021,213,Series B,100000,62,23,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,11,On-site,0,1,0,Growing,4,0.107981220657277,Robotics,Nagpur,11.51293546492023,0.0540513402108931,4,0.051643192488262914,124
IndiaStartup_0737,FinTech,Kochi,2025,80,Series A,1000000,25,7,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,7,Remote,0,0,0,High Desirability,3,0.0875,FinTech,Kochi,13.815511557963774,0.17269389447454717,0,0.0875,25
IndiaStartup_0738,Robotics,Indore,2023,115,Pre-Series A,500000,111,14,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,29,On-site,0,1,0,High Desirability,2,0.12173913043478261,Robotics,Indore,13.122365377402328,0.1141075250208898,2,0.25217391304347825,222
IndiaStartup_0739,HR Tech,Pune,2021,365,Pre-Series A,250000,115,68,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,16,Hybrid,0,0,0,Growing,2,0.1863013698630137,HR Tech,Pune,12.429220196836383,0.03405265807352434,4,0.043835616438356165,115
IndiaStartup_0740,HealthTech,Hyderabad,2020,327,Series A,5000000,6,39,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,26,Remote,0,0,1,Growing,3,0.11926605504587157,HealthTech,Hyderabad,15.424948670398354,0.047171096851371115,5,0.07951070336391437,6
IndiaStartup_0741,HealthTech,Hyderabad,2020,168,Series B,25000000,153,10,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,13,Remote,0,0,1,Emerging,4,0.05952380952380952,HealthTech,Hyderabad,17.034386422832473,0.10139515727876472,5,0.07738095238095238,153
IndiaStartup_0742,HR Tech,Noida,2025,130,Pre-Series A,250000,17,9,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,20,Remote,0,0,0,High Desirability,2,0.06923076923076923,HR Tech,Noida,12.429220196836383,0.09560938612951064,0,0.15384615384615385,17
IndiaStartup_0743,Climate Tech,Surat,2016,191,Series B,1000000,72,8,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,23,Hybrid,0,0,0,High Desirability,4,0.041884816753926704,Climate Tech,Surat,13.815511557963774,0.07233252124588363,9,0.12041884816753927,72
IndiaStartup_0744,DeepTech,Delhi,2023,101,Series B,25000000,41,8,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,18,Hybrid,0,1,1,Emerging,4,0.07920792079207921,DeepTech,Delhi,17.034386422832473,0.16865729131517299,2,0.1782178217821782,82
