company_name,sector,hq_city,founded_year,employee_count,funding_stage,total_funding_usd,employee_growth_pct,active_job_openings,top_hiring_roles,wlb_rating,culture_rating,growth_opportunity_rating,salary_rating,overall_employee_rating,glassdoor_reviews_count,remote_friendly,layoff_flag,ai_roles_focus,tier2_expansion,hire_quality_label
Swish,Food Delivery,Bengaluru,2024,115,Series A,14000000,42,18,Software Engineer; QA Executive; Ops Manager,3.8,4.1,4.4,3.6,4.0,12,Hybrid,0,0,0,Growing
IndiaStartup_0321,HealthTech,Mumbai,2024,293,Series B,0,20,32,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,9,Hybrid,0,0,1,Emerging
IndiaStartup_0322,EdTech,Ahmedabad,2018,198,Seed,1000000,40,9,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,15,On-site,0,0,0,Emerging
IndiaStartup_0323,AI,Kochi,2022,136,Series A,1000000,79,11,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,28,On-site,0,1,0,High Desirability
IndiaStartup_0324,AgriTech,Mumbai,2017,170,Seed,0,73,6,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,On-site,0,0,1,Emerging
IndiaStartup_0325,Semiconductor,Indore,2025,177,Seed,25000000,85,28,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,On-site,0,1,0,Growing
IndiaStartup_0326,D2C,Jaipur,2017,133,Series B,5000000,63,25,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,19,On-site,0,0,0,Growing
IndiaStartup_0327,EdTech,Hyderabad,2024,236,Series A,2000000,128,39,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,21,On-site,0,0,1,High Desirability
IndiaStartup_0328,DevTools,Delhi,2017,385,Bootstrapped,500000,25,24,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,11,Hybrid,0,1,1,Growing
IndiaStartup_0329,Climate Tech,Delhi,2017,20,Pre-Series A,10000000,161,1,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,18,On-site,0,0,1,Growing
IndiaStartup_0330,FinTech,Hyderabad,2016,87,Series A,250000,94,14,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,16,On-site,0,0,1,High Desirability
IndiaStartup_0331,FinTech,Surat,2017,115,Series A,0,161,20,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,11,Hybrid,0,0,0,High Desirability
IndiaStartup_0332,SaaS,Jaipur,2025,335,Bootstrapped,2000000,141,35,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,6,On-site,0,0,0,High Desirability
IndiaStartup_0333,Logistics,Gurugram,2025,275,Seed,100000,134,25,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,4,On-site,0,0,0,Emerging
IndiaStartup_0334,AI,Surat,2017,287,Series B,0,7,19,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,26,Hybrid,0,1,0,Emerging
IndiaStartup_0335,DevTools,Chennai,2018,236,Bootstrapped,0,130,31,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,22,On-site,0,1,0,Emerging
IndiaStartup_0336,EdTech,Jaipur,2021,165,Pre-Series A,0,59,26,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,4,Remote,0,0,0,Growing
IndiaStartup_0337,SaaS,Hyderabad,2020,219,Series B,5000000,161,23,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,9,On-site,0,0,1,Emerging
IndiaStartup_0338,SaaS,Ahmedabad,2020,5,Series B,500000,27,1,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,29,On-site,0,0,0,Emerging
IndiaStartup_0339,SpaceTech,Pune,2023,334,Bootstrapped,1000000,54,57,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,20,Hybrid,0,0,0,Emerging
IndiaStartup_0340,EdTech,Ahmedabad,2025,88,Series B,250000,48,10,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,14,Remote,0,0,0,Growing
IndiaStartup_0341,FinTech,Gurugram,2016,199,Seed,250000,91,39,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,25,Hybrid,0,0,0,Emerging
IndiaStartup_0342,SaaS,Kochi,2023,207,Bootstrapped,10000000,133,29,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,15,Remote,0,0,0,High Desirability
IndiaStartup_0343,Robotics,Hyderabad,2020,263,Pre-Series A,250000,145,25,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,25,On-site,0,1,1,High Desirability
IndiaStartup_0344,DevTools,Chennai,2016,270,Series B,2000000,140,8,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,17,On-site,0,1,0,High Desirability
IndiaStartup_0345,DevTools,Gurugram,2021,207,Series B,500000,41,14,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,20,Hybrid,0,1,0,Growing
IndiaStartup_0346,Climate Tech,Gurugram,2019,384,Seed,10000000,50,63,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,25,Remote,0,0,0,High Desirability
IndiaStartup_0347,EdTech,Nagpur,2017,42,Seed,1000000,162,8,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,30,Hybrid,0,0,0,Emerging
IndiaStartup_0348,D2C,Hyderabad,2020,315,Seed,250000,33,15,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,28,Remote,0,0,1,High Desirability
IndiaStartup_0349,SpaceTech,Bengaluru,2017,213,Series A,2000000,117,35,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,29,Remote,0,0,1,Growing
IndiaStartup_0350,SaaS,Nagpur,2017,79,Bootstrapped,10000000,143,4,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,5,On-site,0,0,0,Growing
IndiaStartup_0351,SpaceTech,Ahmedabad,2017,79,Seed,0,129,11,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,7,Remote,0,0,0,Growing
IndiaStartup_0352,AgriTech,Pune,2022,113,Seed,1000000,44,4,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,30,On-site,0,0,0,Emerging
IndiaStartup_0353,D2C,Bengaluru,2018,371,Series A,5000000,84,65,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,18,Remote,0,0,1,Emerging
IndiaStartup_0354,FinTech,Jaipur,2016,67,Pre-Series A,100000,86,12,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,8,On-site,0,0,0,High Desirability
IndiaStartup_0355,HR Tech,Delhi,2018,16,Bootstrapped,2000000,129,2,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,9,Hybrid,0,0,1,Growing
IndiaStartup_0356,SpaceTech,Kochi,2023,385,Pre-Series A,10000000,64,19,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,9,Hybrid,0,0,0,Emerging
IndiaStartup_0357,EdTech,Chennai,2019,298,Pre-Series A,250000,102,25,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,28,On-site,0,0,0,High Desirability
IndiaStartup_0358,SaaS,Surat,2020,31,Seed,5000000,67,1,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,2,Hybrid,0,0,0,Growing
IndiaStartup_0359,Logistics,Bengaluru,2022,346,Bootstrapped,5000000,35,49,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,2,On-site,0,0,1,Growing
IndiaStartup_0360,HealthTech,Delhi,2021,163,Bootstrapped,100000,137,17,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,21,Hybrid,0,0,1,Growing
IndiaStartup_0361,HealthTech,Hyderabad,2020,334,Series B,250000,56,32,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,1,Remote,0,0,1,Growing
IndiaStartup_0362,SaaS,Hyderabad,2020,335,Series A,25000000,7,11,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,18,Hybrid,0,0,1,Emerging
IndiaStartup_0363,HealthTech,Mumbai,2017,259,Series A,10000000,149,23,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,3,Remote,0,0,1,Emerging
IndiaStartup_0364,DevTools,Mumbai,2020,325,Bootstrapped,10000000,52,51,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,17,Hybrid,0,1,1,High Desirability
IndiaStartup_0365,Robotics,Kochi,2022,133,Series B,0,38,22,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,14,Hybrid,0,1,0,High Desirability
IndiaStartup_0366,AI,Mumbai,2020,207,Series A,5000000,101,21,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,5,On-site,0,1,1,Emerging
IndiaStartup_0367,DevTools,Kochi,2019,232,Series B,250000,8,39,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,24,On-site,0,1,0,Emerging
IndiaStartup_0368,SaaS,Mumbai,2017,307,Pre-Series A,250000,70,50,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,3,Remote,0,0,1,Emerging
IndiaStartup_0369,AgriTech,Gurugram,2025,342,Series A,5000000,112,43,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,25,Hybrid,0,0,0,Emerging
IndiaStartup_0370,Climate Tech,Kochi,2018,187,Bootstrapped,0,11,23,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,2,On-site,0,0,0,High Desirability
IndiaStartup_0371,Logistics,Pune,2023,121,Series A,500000,136,19,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,20,Remote,0,0,0,Growing
IndiaStartup_0372,DevTools,Mumbai,2025,187,Seed,25000000,121,15,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,3,On-site,0,1,1,Growing
IndiaStartup_0373,Semiconductor,Pune,2018,142,Seed,25000000,124,6,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,24,Remote,0,1,0,Emerging
IndiaStartup_0374,AgriTech,Mumbai,2020,341,Pre-Series A,25000000,129,53,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,1,Remote,0,0,1,Growing
IndiaStartup_0375,Logistics,Jaipur,2024,228,Series B,5000000,96,41,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,25,Hybrid,0,0,0,High Desirability
IndiaStartup_0376,DeepTech,Jaipur,2023,86,Pre-Series A,2000000,102,12,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,19,Remote,0,1,0,High Desirability
IndiaStartup_0377,Climate Tech,Ahmedabad,2017,375,Pre-Series A,10000000,80,21,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,15,Remote,0,0,0,Growing
IndiaStartup_0378,SaaS,Chennai,2021,299,Series A,25000000,138,52,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,12,Hybrid,0,0,0,Growing
IndiaStartup_0379,DevTools,Jaipur,2025,33,Seed,0,135,3,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,12,Hybrid,0,1,0,Emerging
IndiaStartup_0380,EdTech,Delhi,2018,220,Bootstrapped,1000000,109,42,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,17,On-site,0,0,1,Emerging
IndiaStartup_0381,Semiconductor,Indore,2025,100,Series B,250000,21,12,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,29,Remote,0,1,0,Growing
IndiaStartup_0382,FinTech,Ahmedabad,2018,30,Series A,0,14,5,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,28,Remote,0,0,0,Growing
IndiaStartup_0383,HealthTech,Hyderabad,2025,114,Series B,1000000,27,8,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,2,Remote,0,0,1,High Desirability
IndiaStartup_0384,Robotics,Mumbai,2022,174,Seed,100000,70,24,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,8,Remote,0,1,1,Growing
IndiaStartup_0385,SaaS,Mumbai,2022,131,Seed,100000,100,16,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,2,On-site,0,0,1,Emerging
IndiaStartup_0386,EdTech,Noida,2025,387,Pre-Series A,0,56,68,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,29,Hybrid,0,0,0,Emerging
IndiaStartup_0387,DevTools,Kochi,2017,235,Series B,2000000,140,7,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,6,Remote,0,1,0,Emerging
IndiaStartup_0388,D2C,Kochi,2021,212,Pre-Series A,500000,6,29,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,13,On-site,0,0,0,Emerging
IndiaStartup_0389,SaaS,Ahmedabad,2019,41,Pre-Series A,2000000,154,6,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,11,Hybrid,0,0,0,Growing
IndiaStartup_0390,SpaceTech,Surat,2021,331,Pre-Series A,25000000,132,17,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,29,Remote,0,0,0,Emerging
IndiaStartup_0391,SaaS,Nagpur,2024,21,Series A,10000000,157,1,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,1,Hybrid,0,0,0,Emerging
IndiaStartup_0392,HealthTech,Bengaluru,2019,357,Series B,0,25,55,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,10,Remote,0,0,1,Growing
IndiaStartup_0393,SaaS,Noida,2024,190,Series A,0,136,22,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,20,On-site,0,0,0,High Desirability
IndiaStartup_0394,Climate Tech,Kochi,2017,377,Series A,5000000,26,69,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,12,Remote,0,0,0,High Desirability
IndiaStartup_0395,HealthTech,Gurugram,2020,181,Series A,250000,9,20,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,15,Hybrid,0,0,0,Growing
IndiaStartup_0396,HealthTech,Noida,2023,206,Series A,100000,114,17,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,10,Remote,0,0,0,Emerging
IndiaStartup_0397,SpaceTech,Noida,2020,5,Series B,1000000,98,1,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,27,Remote,0,0,0,High Desirability
IndiaStartup_0398,D2C,Kochi,2018,380,Seed,250000,149,59,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,25,Remote,0,0,0,Emerging
IndiaStartup_0399,HealthTech,Jaipur,2019,388,Series B,2000000,112,41,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,15,On-site,0,0,0,Emerging
IndiaStartup_0400,SpaceTech,Bengaluru,2017,211,Pre-Series A,5000000,139,9,SWE; PM; Ops,3.9,4.1,4.2,3.8,4.0,14,Remote,0,0,1,High Desirability
IndiaStartup_0401,HR Tech,Bengaluru,2019,365,Bootstrapped,100000,7,36,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,13,On-site,0,0,1,High Desirability
IndiaStartup_0402,Semiconductor,Chennai,2021,113,Series B,500000,11,20,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,26,Hybrid,0,1,0,High Desirability
IndiaStartup_0403,EdTech,Jaipur,2019,300,Series A,10000000,36,21,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,23,Hybrid,0,0,0,Emerging
IndiaStartup_0404,FinTech,Ahmedabad,2016,229,Series A,1000000,163,30,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,15,On-site,0,0,0,Growing
IndiaStartup_0405,Semiconductor,Kochi,2022,35,Series B,250000,37,3,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,2,On-site,0,1,0,Emerging
IndiaStartup_0406,SaaS,Noida,2020,123,Pre-Series A,250000,119,19,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,29,Hybrid,0,0,0,High Desirability
IndiaStartup_0407,EdTech,Delhi,2018,36,Pre-Series A,2000000,59,3,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,24,Hybrid,0,0,1,Emerging
IndiaStartup_0408,HR Tech,Gurugram,2018,9,Series B,2000000,53,1,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,2,Remote,0,0,0,Emerging
IndiaStartup_0409,HR Tech,Indore,2019,67,Seed,250000,14,5,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,4,On-site,0,0,0,Emerging
IndiaStartup_0410,HealthTech,Noida,2025,222,Series B,10000000,21,21,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,3,Hybrid,0,0,0,Growing
IndiaStartup_0411,FinTech,Indore,2019,47,Series B,1000000,69,3,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,24,Remote,0,0,0,High Desirability
IndiaStartup_0412,EdTech,Nagpur,2023,254,Series A,100000,35,50,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,13,Remote,0,0,0,Growing
IndiaStartup_0413,Logistics,Kochi,2022,352,Bootstrapped,1000000,35,11,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,23,On-site,0,0,0,Emerging
IndiaStartup_0414,DeepTech,Hyderabad,2020,351,Pre-Series A,250000,48,36,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,7,Hybrid,0,1,1,High Desirability
IndiaStartup_0415,HR Tech,Ahmedabad,2018,315,Bootstrapped,10000000,77,56,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,3,Hybrid,0,0,0,High Desirability
IndiaStartup_0416,Robotics,Jaipur,2019,277,Series B,500000,9,28,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,29,Remote,0,1,0,Emerging
IndiaStartup_0417,SaaS,Delhi,2016,301,Seed,0,138,11,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,27,Remote,0,0,1,Emerging
IndiaStartup_0418,AgriTech,Mumbai,2016,300,Series B,250000,53,55,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,26,On-site,0,0,1,Growing
IndiaStartup_0419,Logistics,Nagpur,2023,393,Series B,25000000,157,59,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,27,On-site,0,0,0,Growing
IndiaStartup_0420,AI,Gurugram,2019,25,Seed,500000,26,2,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,11,On-site,0,1,0,Growing
IndiaStartup_0421,Robotics,Pune,2022,322,Pre-Series A,10000000,51,37,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,22,Remote,0,1,0,High Desirability
IndiaStartup_0422,EdTech,Chennai,2016,361,Bootstrapped,25000000,86,48,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,25,Hybrid,0,0,0,Growing
IndiaStartup_0423,AI,Pune,2018,292,Series B,250000,158,43,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,12,Remote,0,1,0,Emerging
IndiaStartup_0424,AI,Noida,2022,365,Series B,0,34,23,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,19,On-site,0,1,0,Emerging
IndiaStartup_0425,Semiconductor,Kochi,2025,310,Pre-Series A,250000,97,58,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,17,Remote,0,1,0,High Desirability
IndiaStartup_0426,HealthTech,Noida,2021,172,Seed,25000000,114,7,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,11,Hybrid,0,0,0,High Desirability
IndiaStartup_0427,AgriTech,Hyderabad,2020,104,Seed,10000000,103,10,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,23,Hybrid,0,0,1,Growing
IndiaStartup_0428,Climate Tech,Indore,2025,13,Pre-Series A,500000,79,1,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,24,Remote,0,0,0,High Desirability
IndiaStartup_0429,SpaceTech,Hyderabad,2025,134,Bootstrapped,0,163,13,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,10,Remote,0,0,1,Emerging
IndiaStartup_0430,EdTech,Mumbai,2020,298,Bootstrapped,2000000,68,34,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,4,Hybrid,0,0,1,Emerging
IndiaStartup_0431,Robotics,Hyderabad,2021,145,Pre-Series A,2000000,64,21,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,18,Hybrid,0,1,1,High Desirability
IndiaStartup_0432,HealthTech,Ahmedabad,2017,373,Bootstrapped,10000000,112,14,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,20,Remote,0,0,0,Growing
IndiaStartup_0433,Semiconductor,Jaipur,2017,55,Series A,10000000,51,4,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,25,Remote,0,1,0,High Desirability
IndiaStartup_0434,DeepTech,Indore,2016,56,Series A,1000000,44,9,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,16,On-site,0,1,0,Growing
IndiaStartup_0435,Robotics,Pune,2016,195,Series A,25000000,12,32,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,26,Hybrid,0,1,0,Growing
IndiaStartup_0436,Climate Tech,Chennai,2020,357,Series B,1000000,31,51,SWE; PM; Ops,2.9,3.1,3.1,2.8,3.0,27,Hybrid,0,0,0,Emerging
IndiaStartup_0437,Logistics,Noida,2018,302,Seed,500000,177,58,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,5,On-site,0,0,0,High Desirability
IndiaStartup_0438,Semiconductor,Hyderabad,2023,249,Series B,250000,148,31,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,17,On-site,0,1,1,Growing
IndiaStartup_0439,SaaS,Pune,2022,72,Series B,1000000,120,8,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,2,Remote,0,0,0,High Desirability
IndiaStartup_0440,D2C,Gurugram,2018,320,Seed,5000000,58,29,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,27,Remote,0,0,0,Emerging
IndiaStartup_0441,DevTools,Kochi,2024,183,Pre-Series A,100000,12,15,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,16,On-site,0,1,0,Growing
IndiaStartup_0442,Semiconductor,Delhi,2018,120,Series B,250000,33,11,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,4,On-site,0,1,1,Growing
IndiaStartup_0443,AgriTech,Chennai,2020,109,Seed,2000000,133,14,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,23,Remote,0,0,0,Emerging
IndiaStartup_0444,DeepTech,Delhi,2021,376,Pre-Series A,1000000,175,71,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,10,Hybrid,0,1,1,Growing
IndiaStartup_0445,FinTech,Gurugram,2019,153,Series B,10000000,139,13,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,19,On-site,0,0,0,Emerging
IndiaStartup_0446,Semiconductor,Surat,2024,386,Bootstrapped,100000,174,29,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,15,Hybrid,0,1,0,High Desirability
IndiaStartup_0447,AI,Kochi,2025,156,Series B,500000,10,10,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,21,On-site,0,1,0,Growing
IndiaStartup_0448,AI,Ahmedabad,2016,256,Pre-Series A,25000000,131,43,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,1,Hybrid,0,1,0,High Desirability
IndiaStartup_0449,HealthTech,Pune,2017,171,Series B,5000000,103,26,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,9,On-site,0,0,0,Emerging
IndiaStartup_0450,FinTech,Kochi,2016,155,Bootstrapped,0,34,29,SWE; PM; Ops,3.0,3.2,3.2,2.9,3.1,19,Hybrid,0,0,0,Emerging
IndiaStartup_0451,EdTech,Hyderabad,2021,162,Seed,10000000,94,27,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,16,On-site,0,0,1,Growing
IndiaStartup_0452,Robotics,Hyderabad,2017,266,Bootstrapped,5000000,47,43,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,5,Hybrid,0,1,1,High Desirability
IndiaStartup_0453,AI,Pune,2023,326,Bootstrapped,0,42,39,SWE; PM; Ops,4.2,4.4,4.5,4.1,4.3,24,On-site,0,1,0,High Desirability
IndiaStartup_0454,D2C,Bengaluru,2024,338,Pre-Series A,1000000,78,60,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,20,On-site,0,0,1,High Desirability
IndiaStartup_0455,FinTech,Gurugram,2016,324,Pre-Series A,100000,15,38,SWE; PM; Ops,3.4,3.6,3.6,3.3,3.5,10,Remote,0,0,0,Emerging
IndiaStartup_0456,Climate Tech,Chennai,2018,231,Seed,0,131,11,SWE; PM; Ops,3.3,3.5,3.5,3.2,3.4,11,Hybrid,0,0,0,Emerging
IndiaStartup_0457,DevTools,Gurugram,2020,122,Seed,25000000,16,9,SWE; PM; Ops,4.0,4.2,4.2,3.9,4.1,1,On-site,0,1,0,High Desirability
IndiaStartup_0458,SaaS,Ahmedabad,2024,6,Series B,10000000,118,1,SWE; PM; Ops,3.6,3.8,3.9,3.5,3.7,22,On-site,0,0,0,Growing
IndiaStartup_0459,D2C,Delhi,2018,46,Series B,2000000,127,4,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,24,On-site,0,0,1,High Desirability
IndiaStartup_0460,HR Tech,Jaipur,2017,249,Series A,0,35,18,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,23,On-site,0,0,0,Growing
IndiaStartup_0461,HealthTech,Noida,2025,76,Seed,5000000,176,13,SWE; PM; Ops,4.6,4.8,4.9,4.5,4.7,21,Hybrid,0,0,0,High Desirability
IndiaStartup_0462,HealthTech,Kochi,2017,251,Bootstrapped,0,121,28,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,30,Remote,0,0,0,Growing
IndiaStartup_0463,Climate Tech,Surat,2017,73,Series A,250000,95,3,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,28,On-site,0,0,0,Emerging
IndiaStartup_0464,AgriTech,Jaipur,2018,356,Pre-Series A,2000000,133,57,SWE; PM; Ops,4.3,4.5,4.6,4.2,4.4,12,On-site,0,0,0,High Desirability
IndiaStartup_0465,FinTech,Kochi,2025,19,Series B,100000,58,1,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,26,Remote,0,0,0,Growing
IndiaStartup_0466,AgriTech,Indore,2016,192,Series A,5000000,97,27,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,1,Remote,0,0,0,Growing
IndiaStartup_0467,SpaceTech,Hyderabad,2016,130,Pre-Series A,25000000,90,17,SWE; PM; Ops,4.5,4.7,4.8,4.4,4.6,18,On-site,0,0,1,High Desirability
IndiaStartup_0468,DeepTech,Delhi,2024,142,Pre-Series A,0,47,16,SWE; PM; Ops,3.7,3.9,3.9,3.6,3.8,3,Hybrid,0,1,1,High Desirability
IndiaStartup_0469,Robotics,Bengaluru,2017,229,Series B,25000000,63,38,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,21,Hybrid,0,1,1,Emerging
IndiaStartup_0470,DevTools,Pune,2024,73,Bootstrapped,10000000,176,7,SWE; PM; Ops,3.1,3.3,3.4,3.0,3.2,11,Hybrid,0,1,0,Emerging
IndiaStartup_0471,Climate Tech,Bengaluru,2021,352,Seed,250000,175,66,SWE; PM; Ops,4.4,4.6,4.7,4.3,4.5,11,Hybrid,0,0,1,High Desirability
IndiaStartup_0472,Climate Tech,Gurugram,2021,335,Pre-Series A,0,110,48,SWE; PM; Ops,4.1,4.3,4.4,4.0,4.2,11,On-site,0,0,0,High Desirability
IndiaStartup_0473,AgriTech,Bengaluru,2018,85,Series B,1000000,95,4,SWE; PM; Ops,3.5,3.7,3.8,3.4,3.6,11,Hybrid,0,0,1,Growing
IndiaStartup_0474,EdTech,Ahmedabad,2018,278,Series B,100000,106,40,SWE; PM; Ops,3.8,4.0,4.0,3.7,3.9,26,Remote,0,0,0,Growing
IndiaStartup_0475,SpaceTech,Hyderabad,2021,19,Bootstrapped,25000000,77,2,SWE; PM; Ops,3.2,3.4,3.4,3.1,3.3,8,On-site,0,0,1,Emerging
